ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
5831,3,13,1,58.982,1,43423,8,0,2,23.69
5832,5,8,0,96.0,0,5265,7,1,0,78.12
5833,2,2,2,55.836,0,62161,2,0,0,34.28
5834,3,10,2,46.0,1,191654,1,0,0,27.18
5835,0,11,2,59.154,0,140121,0,0,0,55.6
5836,6,1,0,90.0,0,9096,7,0,0,33.85
5837,2,2,0,90.0,0,8132,9,1,0,35.95
5838,1,18,2,46.0,0,79809,0,0,0,22.2
5839,1,18,1,56.0,0,30304,4,0,0,23.31
5840,2,2,0,90.0,0,6800,9,0,0,35.47
5841,3,0,0,90.0,1,754,9,0,0,41.52
5842,3,0,0,90.0,1,9579,10,0,0,48.32
5843,6,1,1,65.4,0,40858,4,0,0,41.95
5844,3,13,1,56.0,1,29420,5,0,0,23.82
5845,0,11,0,90.0,0,9567,8,0,0,59.84
5846,2,5,2,68.488,1,137553,4,0,0,27.74
5847,2,4,1,46.34,1,21754,3,0,2,11.77
5848,0,17,1,77.46,0,39074,3,0,0,73.97
5849,0,17,0,95.0,0,8394,8,0,0,59.62
5850,4,14,0,90.0,0,7309,2,0,0,103.24
5851,1,19,2,63.56,2,151902,2,0,0,61.87
5852,4,15,1,76.093,0,35753,2,0,0,130.2
5853,2,2,0,90.0,0,4264,10,0,0,35.43
5854,1,18,1,56.0,2,19389,3,0,0,24.0
5855,2,5,0,90.0,1,3582,9,0,0,25.26
5856,1,18,0,90.0,0,4097,7,0,0,24.86
5857,0,17,0,91.2,0,2983,7,0,0,65.08
5858,3,13,1,56.0,0,34298,5,0,0,23.0
5859,4,16,0,93.4,0,2341,2,0,0,160.0
5860,5,8,0,99.8,0,7693,8,0,0,72.58
5861,5,8,0,99.8,0,8053,8,0,0,72.06
5862,1,18,1,56.0,2,27096,3,0,0,24.0
5863,0,12,0,90.0,0,5561,8,0,0,100.04
5864,2,2,1,68.479,0,22565,7,0,1,34.83
5865,1,19,2,56.234,0,172179,0,0,0,61.45
5866,3,13,2,46.0,1,132505,1,0,0,22.04
5867,1,19,0,90.0,0,6471,7,0,0,64.17
5868,5,7,0,99.8,0,6807,8,0,0,64.2
5869,6,1,0,90.0,0,8223,8,0,0,40.11
5870,6,1,1,65.4,0,19934,4,0,0,40.25
5871,1,19,1,71.841,0,11340,5,0,1,61.15
5872,3,13,2,50.096,1,131873,4,0,0,22.32
5873,1,20,0,90.0,2,5073,8,1,0,80.63
5874,4,14,0,90.0,0,6437,2,1,0,103.74
5875,2,2,0,90.0,0,5857,10,0,0,35.13
5876,1,20,0,90.0,2,5291,7,0,0,80.93
5877,5,6,1,63.701,2,25482,4,0,0,53.96
5878,1,18,1,56.0,2,20562,6,0,2,22.91
5879,0,11,1,66.861,0,22814,3,0,0,59.0
5880,3,10,1,58.982,0,24553,8,0,2,27.67
5881,0,17,0,91.2,0,6742,7,0,0,65.28
5882,3,13,2,46.169,1,131035,2,0,0,21.53
5883,3,10,2,48.093,1,103916,3,0,0,28.25
5884,0,11,0,90.0,0,2044,8,0,0,59.91
5885,4,14,0,90.0,0,9013,2,1,0,103.09
5886,0,11,2,59.154,0,196863,0,0,0,55.97
5887,2,3,2,60.585,0,55011,4,0,0,37.09
5888,5,8,2,69.253,0,166647,0,0,0,87.96
5889,1,18,2,46.0,2,51475,0,0,0,22.04
5890,4,14,0,90.0,0,1711,2,0,0,96.45
5891,6,1,1,62.784,0,22854,3,0,0,41.62
5892,1,19,1,68.967,2,20189,4,0,0,63.08
5893,1,19,2,61.018,2,133817,1,0,0,62.72
5894,3,13,2,46.169,0,86000,2,0,0,21.73
5895,2,3,1,68.479,0,11314,7,0,1,37.96
5896,5,6,2,58.707,2,160023,2,0,0,52.74
5897,6,1,0,90.0,0,3390,8,0,0,40.75
5898,2,3,2,60.585,0,105173,4,0,0,38.0
5899,3,10,0,90.0,1,8142,10,0,0,21.47
5900,5,7,2,69.253,0,181877,0,0,0,78.23
5901,4,14,1,64.578,0,42917,2,0,0,120.72
5902,6,1,0,90.0,0,605,7,0,0,34.15
5903,5,7,2,78.276,0,169748,2,0,0,82.04
5904,1,19,1,74.834,0,23484,6,0,2,63.23
5905,3,0,0,90.0,1,3168,10,0,0,47.03
5906,1,18,2,46.0,2,91406,0,0,0,22.75
5907,0,11,2,56.788,0,69337,0,0,0,56.0
5908,4,14,0,90.0,0,7920,2,0,0,96.31
5909,3,10,1,56.623,1,24103,7,0,1,28.15
5910,6,1,0,90.0,0,3836,7,0,0,33.69
5911,4,14,1,70.071,0,34139,1,0,1,120.01
5912,3,13,1,58.982,0,20498,8,0,2,22.51
5913,0,11,0,90.0,0,3353,7,0,0,59.67
5914,4,15,1,76.093,0,44785,0,0,2,119.14
5915,3,10,2,48.093,0,67271,3,0,0,28.46
5916,2,4,2,66.97626000000005,1,54388,1,0,0,22.91
5917,4,16,1,76.156,0,24495,2,0,0,159.07
5918,0,17,2,74.362,0,156470,2,0,0,72.5
5919,1,18,2,46.0,2,153130,0,0,0,22.44
5920,4,15,0,90.0,0,5346,2,0,0,130.94
5921,3,10,0,90.0,0,8856,9,0,0,23.72
5922,3,0,0,90.0,0,2848,10,0,0,46.89
5923,0,12,0,90.0,0,5019,8,0,0,100.18
5924,0,11,0,90.0,0,1527,7,0,0,60.0
5925,4,15,2,76.093,0,107320,2,0,0,123.5
5926,1,20,0,90.0,2,2969,8,0,0,79.69
5927,0,11,2,64.186,0,79961,2,0,0,57.77
5928,0,12,0,90.0,0,5760,8,0,0,100.0
5929,4,15,0,90.0,0,7878,2,0,0,120.04
5930,3,10,0,90.0,1,7217,9,0,0,25.24
5931,3,10,1,56.0,0,26781,6,1,0,28.14
5932,3,0,0,90.0,1,1604,10,0,0,47.82
5933,5,6,0,90.0,2,2515,7,0,0,47.0
5934,5,6,0,90.0,2,7025,7,0,0,46.07
5935,0,17,0,95.0,0,9281,8,0,0,60.29
5936,1,20,0,90.0,2,4179,7,1,0,79.4
5937,0,12,0,90.0,0,497,7,0,0,100.51
5938,0,12,1,78.2269999999999,0,16602,3,0,0,99.08
5939,5,7,0,96.0,0,1881,7,0,0,69.36
5940,2,4,1,54.74,1,14933,3,0,2,16.63
5941,3,10,1,56.0,1,18902,6,0,0,28.25
5942,1,19,2,58.577,2,185824,0,0,0,59.8
5943,6,1,0,90.0,0,8943,8,0,0,40.65
5944,5,9,0,90.0,0,8517,7,0,0,63.12
5945,5,8,2,78.2759999999999,0,178665,2,0,0,91.34
5946,2,4,1,65.82262000000004,1,47548,3,0,1,22.92
5947,1,20,0,90.0,2,3115,7,0,0,79.33
5948,1,18,2,46.0,0,128946,1,0,0,23.18
5949,2,3,0,90.0,0,6684,10,0,0,38.58
5950,2,3,1,63.11,0,16536,5,0,0,37.95
5951,5,9,2,58.707,0,138869,2,0,0,77.14
5952,1,19,2,58.577,0,137388,0,0,0,61.3
5953,1,19,2,56.234,0,147588,0,0,0,60.18
5954,6,1,1,65.4,0,35887,4,0,0,41.11
5955,0,11,2,64.186,0,102075,2,0,0,57.8
5956,4,16,1,86.07700000000014,0,22039,0,0,2,159.75
5957,1,19,0,90.0,0,9459,8,0,0,64.28
5958,2,5,1,68.488,1,37545,8,0,2,27.49
5959,3,0,0,90.0,1,8963,10,0,0,47.54
5960,2,5,1,68.488,1,44277,6,0,0,28.28
5961,6,1,2,57.861,0,56859,1,0,0,39.33
5962,2,5,0,90.0,1,2635,10,0,0,21.88
5963,1,20,0,90.0,2,1421,7,0,0,79.57
5964,2,4,2,61.17,1,69974,1,0,0,11.2
5965,1,18,0,90.0,2,8842,7,0,0,25.0
5966,1,18,2,46.0,2,114787,2,0,0,22.55
5967,3,13,2,46.169,1,77052,2,0,0,21.9
5968,6,1,2,57.861,0,130462,1,1,0,39.8
5969,3,10,1,58.982,1,20836,8,0,2,27.25
5970,2,5,0,90.0,1,7942,9,0,0,23.86
5971,2,2,0,90.0,0,2499,10,0,0,35.26
5972,2,2,0,90.0,0,3105,9,0,0,35.08
5973,0,11,1,69.646,0,14771,4,0,0,58.81
5974,3,10,2,46.169,1,169576,2,0,0,27.57
5975,5,8,0,99.8,0,9428,8,0,0,72.3
5976,5,8,2,69.253,0,124826,0,0,0,87.45
5977,4,14,0,90.0,0,111,2,0,0,96.31
5978,0,11,0,90.0,0,597,8,0,0,59.09
5979,2,2,0,90.0,0,5684,10,0,0,35.45
5980,6,1,0,90.0,0,5550,7,0,0,33.45
5981,0,17,1,77.46,0,22728,3,0,0,73.97
5982,4,16,0,93.4,0,8645,2,0,0,160.44
5983,1,19,1,66.208,2,27109,3,0,0,65.02
5984,5,6,1,61.153,2,44893,3,1,0,53.48
5985,3,10,1,58.982,1,15452,8,0,2,28.29
5986,2,5,2,68.488,1,194229,3,0,0,27.33
5987,4,15,1,76.093,0,21799,2,0,0,131.71
5988,4,14,2,54.849,0,191369,2,1,0,114.29
5989,1,20,0,90.0,2,7406,8,0,0,80.07
5990,2,3,0,90.0,0,3746,10,0,0,39.0
5991,1,19,1,66.208,2,45693,3,0,0,63.36
5992,4,14,2,57.134,0,107105,2,0,0,115.37
5993,0,11,0,90.0,0,2198,8,0,0,59.77
5994,0,11,0,90.0,0,5655,8,0,0,59.91
5995,5,9,2,58.707,0,112106,2,0,0,76.82
5996,5,9,2,56.359,0,83376,1,0,0,76.52
5997,1,20,0,90.0,2,1711,8,0,0,79.1
5998,0,17,1,77.46,0,18825,3,0,0,74.0
5999,1,18,0,90.0,2,989,8,0,0,24.97
6000,6,1,2,60.272,0,62255,2,0,0,40.68
6001,1,20,0,90.0,0,3519,8,0,0,80.7
6002,0,11,1,75.571,0,49514,6,0,2,52.55
6003,6,1,0,90.0,0,4644,8,1,0,39.46
6004,1,18,1,56.0,2,25373,5,0,1,24.0
6005,0,12,2,78.2269999999999,0,78344,2,0,0,97.93
6006,5,9,0,90.0,0,9240,7,0,0,63.42
6007,2,4,2,78.11,1,12652,1,0,1,15.51
6008,2,5,2,68.488,1,61871,4,0,0,26.91
6009,3,10,2,48.093,1,125421,3,0,0,27.22
6010,3,0,0,90.0,1,9528,10,0,0,47.41
6011,2,2,2,55.836,0,152132,2,0,0,33.93
6012,2,5,0,90.0,1,3754,9,0,0,24.55
6013,4,14,1,67.268,0,20500,2,0,0,120.87
6014,2,5,2,68.488,1,176708,4,0,0,28.45
6015,5,8,0,99.8,0,7264,8,0,0,71.66
6016,0,17,0,95.0,0,1878,8,0,0,60.33
6017,4,16,0,93.4,0,6500,2,0,0,160.03
6018,5,9,2,54.104,0,101224,0,0,0,73.99
6019,2,5,1,68.488,1,44869,8,0,2,27.79
6020,2,5,2,68.488,1,86615,4,0,0,28.68
6021,0,17,1,80.68800000000009,0,22863,4,0,0,73.67
6022,5,7,2,75.145,0,72439,1,0,0,82.36
6023,2,5,2,68.488,1,197516,1,0,0,26.98
6024,1,20,0,90.0,2,7264,7,0,0,80.79
6025,1,18,1,56.0,0,24802,5,0,1,24.0
6026,1,19,2,61.018,0,105413,1,0,0,63.66
6027,4,14,1,64.578,0,35459,2,0,0,121.31
6028,2,2,1,71.332,0,15743,8,0,2,35.0
6029,4,14,0,90.0,0,1700,2,0,0,102.85
6030,6,1,0,90.0,0,8325,8,1,0,40.58
6031,2,3,0,90.0,0,3380,10,0,0,38.86
6032,4,16,2,73.11,0,81708,2,0,0,155.88
6033,3,0,0,90.0,1,9599,9,0,0,41.45
6034,2,2,0,90.0,0,9040,10,0,0,35.32
6035,4,15,0,90.0,0,5395,2,0,0,130.21
6036,5,7,0,96.0,0,5760,7,0,0,70.47
6037,0,11,1,75.571,0,25697,6,0,2,53.22
6038,2,4,1,74.52,1,34670,3,0,1,16.4
6039,1,18,0,90.0,2,2421,8,0,0,24.45
6040,1,20,0,90.0,0,2742,8,0,0,79.16
6041,3,10,0,90.0,1,6854,10,0,0,22.3
6042,2,2,2,58.162,0,102225,3,0,0,35.0
6043,0,12,2,78.227,0,135381,1,0,0,97.0
6044,4,16,0,91.25799999999994,0,7366,2,1,0,160.62
6045,1,18,0,90.0,0,1803,7,0,0,24.33
6046,5,9,1,61.153,0,21778,3,0,0,77.54
6047,0,11,1,66.861,0,15356,3,0,0,58.63
6048,5,8,0,99.8,0,511,8,0,0,72.61
6049,1,19,1,68.967,0,29289,4,0,0,63.48
6050,2,5,0,90.0,1,5272,9,0,0,24.36
6051,5,7,2,78.2759999999999,0,75106,2,0,0,80.99
6052,5,8,2,69.253,0,159979,0,0,0,88.87
6053,0,12,0,90.0,0,2090,7,0,0,100.07
6054,4,16,0,93.4,0,675,2,0,0,160.87
6055,4,15,1,76.093,0,42980,0,0,2,119.0
6056,2,2,0,90.0,0,8702,9,0,0,35.61
6057,5,9,0,90.0,0,3120,7,0,0,63.94
6058,5,8,1,92.16,0,46388,6,0,2,84.98
6059,3,0,0,90.0,1,6167,9,0,0,41.5
6060,0,12,0,90.0,0,9126,8,0,0,100.51
6061,2,3,0,90.0,0,7728,10,0,0,38.98
6062,3,10,2,48.093,1,57145,3,0,0,27.01
6063,2,3,1,63.11,0,12316,5,0,0,37.63
6064,1,20,0,90.0,0,3012,7,0,0,79.9
6065,1,20,0,90.0,2,8654,7,0,0,79.41
6066,6,1,0,90.0,0,523,8,1,0,39.79
6067,0,11,2,59.154,0,150753,0,0,0,55.93
6068,6,1,0,90.0,0,2649,7,0,0,33.16
6069,2,2,0,90.0,0,8591,10,0,0,35.8
6070,6,1,2,55.547,0,161462,0,0,0,38.5
6071,3,10,1,58.982,1,47611,8,0,2,27.92
6072,5,6,0,90.0,2,419,8,0,0,54.18
6073,1,18,1,56.0,0,49767,3,0,0,23.41
6074,4,16,0,93.09399999999985,0,4416,2,0,0,160.62
6075,3,0,0,90.0,1,7223,9,0,0,40.81
6076,3,0,0,90.0,0,4744,9,0,0,41.95
6077,3,13,0,90.0,1,689,9,0,0,20.84
6078,2,3,2,55.836,0,130585,2,0,0,37.2
6079,4,15,2,76.093,0,94906,2,0,0,124.67
6080,4,16,0,93.39999999999984,0,793,2,0,0,160.0
6081,6,1,0,90.0,0,8945,8,0,0,39.9
6082,3,13,0,90.0,0,2808,10,0,0,16.87
6083,4,14,2,61.994,0,56972,2,0,0,119.15
6084,6,1,0,90.0,0,6570,7,0,0,34.52
6085,5,8,2,75.145,0,157124,1,0,0,90.81
6086,5,6,1,61.153,2,19698,3,0,0,53.82
6087,3,0,0,90.0,1,9561,9,0,0,40.47
6088,0,12,2,78.2269999999999,0,77303,0,0,0,94.04
6089,1,19,2,63.56,2,120151,2,1,0,63.32
6090,3,10,2,48.093,1,78681,3,0,0,27.74
6091,0,11,2,56.788,0,184209,0,1,0,55.52
6092,0,12,1,78.28522999999991,0,34580,5,1,1,99.06
6093,4,14,0,90.0,0,3349,2,0,0,103.85
6094,5,6,2,58.707,2,71994,2,0,0,52.88
6095,5,9,0,90.0,0,8700,7,0,0,63.22
6096,0,17,0,91.2,0,6612,7,0,0,66.08
6097,5,9,2,54.104,0,127891,0,0,0,74.29
6098,3,0,0,90.0,0,9580,9,0,0,40.11
6099,2,3,0,90.0,0,6417,9,0,0,38.28
6100,3,13,2,46.0,0,53354,1,0,0,23.07
6101,4,15,2,76.093,0,59494,2,0,0,127.87
6102,0,12,1,78.28522999999991,0,47051,5,0,1,99.85
6103,4,15,1,76.093,0,27067,0,0,2,120.02
6104,6,1,0,90.0,0,5006,8,0,0,40.09
6105,3,13,1,58.982,1,38090,8,0,2,22.64
6106,2,3,0,90.0,0,5561,9,0,0,38.95
6107,2,5,2,68.488,1,70852,3,0,0,27.34
6108,5,9,0,90.0,0,6426,8,0,0,74.48
6109,6,1,0,90.0,0,2785,8,1,0,40.23
6110,5,8,2,69.253,0,78763,0,0,0,88.48
6111,2,3,1,65.739,0,14539,6,0,0,37.27
6112,4,14,1,70.071,0,22911,1,0,1,120.17
6113,0,17,0,95.0,0,2372,8,0,0,60.94
6114,2,5,2,68.488,1,139487,2,0,0,27.45
6115,1,20,0,90.0,0,3398,8,0,0,80.42
6116,2,5,0,90.0,1,4164,10,0,0,21.91
6117,1,20,0,90.0,2,1668,7,0,0,80.65
6118,5,6,2,51.94,2,138957,0,0,0,51.09
6119,3,10,1,56.0,0,29822,5,0,0,28.15
6120,0,11,1,72.548,0,45014,5,0,1,57.29
6121,6,1,0,90.0,0,4796,7,0,0,33.93
6122,3,13,2,50.096,1,181846,4,0,0,22.93
6123,1,18,1,56.0,0,41135,5,0,1,23.22
6124,4,16,2,67.378,0,51432,2,0,0,151.06
6125,5,7,0,99.8,0,6846,8,0,0,64.65
6126,1,20,0,90.0,2,9629,7,0,0,80.54
6127,4,14,0,90.0,0,7484,2,0,0,102.96
6128,4,15,0,90.0,0,3402,2,0,0,129.99
6129,5,9,0,90.0,0,1425,7,0,0,64.19
6130,6,1,0,90.0,0,6845,7,0,0,34.88
6131,2,3,2,55.836,0,127489,2,0,0,37.19
6132,1,19,2,58.577,0,115503,0,0,0,61.45
6133,1,18,0,90.0,2,4934,8,0,0,24.87
6134,5,6,0,90.0,2,6862,7,0,0,45.72
6135,4,16,2,70.185,0,156220,2,0,0,156.37
6136,5,6,2,56.359,2,196967,1,0,0,52.74
6137,5,7,1,86.70448000000007,0,48519,5,0,1,83.52
6138,0,12,0,90.0,0,1379,8,0,0,100.18
6139,2,3,2,55.836,0,110464,2,0,0,37.22
6140,0,12,1,78.2269999999999,0,37585,4,0,0,99.97
6141,1,19,1,68.967,0,27504,4,0,0,64.23
6142,6,1,1,68.125,0,38158,5,0,1,40.36
6143,4,15,0,90.0,0,1174,2,0,0,120.68
6144,2,3,0,90.0,0,7631,9,0,0,38.84
6145,2,5,0,90.0,1,5117,10,0,0,21.37
6146,1,20,0,90.0,2,2533,7,0,0,80.52
6147,0,17,1,87.51697999999986,0,44988,6,0,2,74.23
6148,1,20,0,90.0,0,6664,8,0,0,80.89
6149,0,12,0,90.0,0,7142,8,0,0,100.0
6150,4,14,1,70.071,0,49053,1,0,1,120.82
6151,6,1,0,90.0,0,7656,7,0,0,34.85
6152,2,5,0,90.0,1,3252,10,0,0,21.04
6153,2,2,0,90.0,0,8912,9,0,0,35.91
6154,2,3,1,71.332,0,46735,8,0,2,37.98
6155,0,17,1,77.46,0,32241,3,0,0,73.77
6156,5,6,1,66.355,2,20742,5,0,1,54.0
6157,0,17,2,68.532,0,111719,0,0,0,69.44
6158,1,19,1,66.208,0,18650,3,0,0,64.98
6159,5,6,2,51.94,2,131140,0,0,0,50.95
6160,0,17,0,95.0,0,4562,8,0,0,59.6
6161,3,10,1,56.0,1,15962,5,0,0,27.71
6162,6,1,2,57.861,0,115634,1,0,0,39.82
6163,2,5,0,90.0,1,6935,9,0,0,23.79
6164,0,12,1,78.28522999999991,0,13049,5,0,1,100.09
6165,3,10,2,48.093,1,113369,3,0,0,28.12
6166,0,11,0,90.0,0,6293,8,0,0,60.0
6167,0,11,1,66.861,0,14459,3,0,0,59.0
6168,3,13,1,56.623,1,27118,7,0,1,23.95
6169,5,8,1,80.68797000000009,0,14279,3,0,0,92.27
6170,1,19,0,90.0,0,6449,7,0,0,64.33
6171,2,2,2,60.585,0,152145,4,0,0,34.55
6172,2,3,2,58.162,0,95752,3,0,0,37.96
6173,5,9,0,90.0,0,6958,7,0,0,64.16
6174,6,1,0,90.0,0,3723,7,1,0,34.05
6175,6,1,0,90.0,0,983,7,0,0,34.41
6176,3,13,2,46.169,0,132125,2,0,0,23.02
6177,6,1,2,53.325,0,101849,0,0,0,38.72
6178,1,19,0,90.0,0,7617,7,0,0,66.04
6179,0,12,0,90.0,0,6811,8,0,0,100.0
6180,2,5,0,90.0,1,2029,9,0,0,24.11
6181,4,16,0,91.18999999999994,0,6231,2,0,0,160.0
6182,0,12,0,90.0,0,7108,7,0,0,100.61
6183,0,12,1,78.2269999999999,0,30453,3,0,0,99.21
6184,5,8,0,99.8,0,7081,8,0,0,70.89
6185,5,9,0,90.0,0,9364,7,0,0,63.28
6186,4,15,0,90.0,0,5738,2,0,0,131.18
6187,5,9,0,90.0,0,5991,7,0,0,62.9
6188,0,11,2,61.619,0,146555,1,0,0,56.94
6189,2,2,0,90.0,0,4041,9,0,0,35.95
6190,0,12,0,90.0,0,5099,7,0,0,100.59
6191,2,5,0,90.0,1,4288,10,0,0,21.45
6192,3,13,2,50.096,1,88795,4,0,0,23.36
6193,5,8,0,99.8,0,162,8,0,0,72.66
6194,0,11,2,61.619,0,100886,1,0,0,57.8
6195,5,7,0,96.0,0,4216,7,0,0,70.76
6196,3,0,0,90.0,1,2151,9,0,0,40.69
6197,4,15,1,76.093,0,29854,1,0,1,130.15
6198,1,19,0,90.0,2,79,7,0,0,64.39
6199,4,15,0,90.0,0,3891,2,0,0,120.04
6200,5,8,1,92.16,0,45172,6,0,2,83.93
6201,1,20,0,90.0,0,7605,7,0,0,80.37
6202,1,18,0,90.0,2,3731,8,0,0,24.12
6203,4,16,2,64.683,0,174001,2,0,0,151.17
6204,2,2,2,53.602,0,154060,1,0,0,34.23
6205,3,13,2,50.096,1,122553,4,0,0,23.67
6206,5,9,1,66.355,0,24094,5,0,1,74.02
6207,0,11,0,90.0,0,6072,7,0,0,59.95
6208,2,5,2,68.488,1,170130,2,0,0,27.5
6209,3,10,1,56.0,0,42720,5,0,0,28.15
6210,2,2,2,58.162,0,122409,3,0,0,34.91
6211,0,17,1,80.68800000000009,0,30551,4,0,0,73.61
6212,1,19,0,90.0,2,1406,8,0,0,64.2
6213,4,16,2,73.11,0,145048,2,0,0,155.8
6214,5,9,0,90.0,0,1748,7,0,0,64.11
6215,0,11,2,61.619,0,127231,1,0,0,57.74
6216,3,0,0,90.0,0,2785,9,0,0,40.78
6217,5,6,0,90.0,2,1091,8,0,0,54.63
6218,3,10,2,46.0,1,133306,1,0,0,27.11
6219,2,2,0,90.0,0,3556,10,0,0,35.76
6220,3,10,2,46.169,1,107882,2,0,0,26.92
6221,0,11,1,66.861,0,48038,3,0,0,59.0
6222,4,16,0,93.39999999999984,0,3272,2,0,0,160.03
6223,0,11,2,61.619,0,93237,1,0,0,57.74
6224,3,0,0,90.0,1,1844,9,0,0,41.56
6225,1,19,1,66.208,0,47183,3,0,0,63.62
6226,4,16,2,70.185,0,68239,2,0,0,155.8
6227,0,12,0,90.0,0,2176,8,1,0,101.03
6228,1,19,2,58.577,2,107438,0,0,0,61.11
6229,3,13,0,90.0,0,2150,9,0,0,21.29
6230,0,17,0,95.0,0,9122,8,0,0,60.08
6231,1,20,0,90.0,2,986,7,0,0,79.74
6232,3,13,2,50.096,0,179913,4,0,0,23.42
6233,3,10,1,58.982,1,37210,8,0,2,26.92
6234,2,3,1,63.11,0,35939,5,0,0,37.99
6235,4,14,0,90.0,0,7532,2,0,0,95.9
6236,2,2,2,58.162,0,119438,3,0,0,34.37
6237,1,19,2,61.018,2,174442,1,0,0,62.31
6238,1,19,2,61.018,2,105604,1,0,0,62.54
6239,0,17,1,84.0514000000001,0,14500,5,0,1,73.98
6240,1,19,1,71.841,2,18349,5,0,1,59.92
6241,6,1,2,55.547,0,94305,0,0,0,38.04
6242,5,8,0,96.0,0,1191,7,0,0,78.63
6243,5,7,0,99.8,0,1597,8,0,0,64.58
6244,2,3,2,55.836,0,182899,2,0,0,36.67
6245,2,3,0,90.0,0,5653,9,1,0,38.26
6246,1,19,2,63.56,2,160496,2,0,0,61.88
6247,4,14,1,64.578,0,40967,2,0,0,121.78
6248,0,17,0,91.2,0,9647,7,0,0,65.33
6249,0,11,0,90.0,0,7857,7,0,0,60.0
6250,4,16,2,64.683,0,163674,2,0,0,151.0
6251,4,14,1,64.578,0,20341,2,0,0,120.25
6252,0,17,0,91.2,0,7296,7,0,0,64.91
6253,0,11,0,90.0,0,7190,8,0,0,59.63
6254,2,3,1,71.332,0,26734,8,0,2,38.0
6255,2,4,2,47.96,1,63756,1,0,2,21.89
6256,1,19,0,90.0,2,1247,8,0,0,64.87
6257,4,15,0,90.0,0,7595,2,0,0,130.58
6258,1,18,2,46.0,2,117128,0,0,0,22.13
6259,5,9,1,69.12,0,41649,6,0,2,67.9
6260,2,3,0,90.0,0,1290,10,0,0,39.0
6261,6,1,1,68.125,0,47997,5,0,1,41.85
6262,4,15,0,90.0,0,9091,2,0,0,129.26
6263,3,0,0,90.0,0,113,10,0,0,48.11
6264,2,3,1,71.332,0,16622,8,0,2,38.0
6265,5,8,0,96.0,0,6886,7,0,0,78.23
6266,6,1,0,90.0,0,5846,7,0,0,33.99
6267,1,18,2,46.0,0,150053,0,0,0,22.75
6268,3,10,1,56.623,1,30573,7,0,1,27.31
6269,5,9,0,90.0,0,5257,8,0,0,74.45
6270,5,6,1,66.355,2,24354,5,0,1,54.0
6271,0,17,2,68.532,0,105212,0,0,0,69.71
6272,4,15,1,76.093,0,19474,2,0,0,131.58
6273,3,10,1,56.0,1,44502,6,0,0,27.06
6274,0,12,1,78.2269999999999,0,37298,4,0,0,99.0
6275,2,5,0,90.0,1,5080,10,0,0,20.55
6276,0,17,1,77.46,0,47197,3,0,0,73.93
6277,4,16,0,92.51599999999988,0,5936,2,0,0,160.03
6278,5,8,1,88.474,0,10399,5,0,1,93.96
6279,6,1,0,90.0,0,4588,7,1,0,33.46
6280,1,19,2,63.56,0,134815,2,0,0,62.51
6281,5,8,0,99.8,0,4081,8,0,0,71.23
6282,1,20,0,90.0,2,3997,7,0,0,79.23
6283,1,20,0,90.0,2,8819,8,0,0,79.54
6284,3,0,0,90.0,1,3583,9,0,0,41.05
6285,0,12,2,78.2269999999999,0,156431,0,0,0,94.0
6286,0,11,0,90.0,0,2291,7,0,0,59.9
6287,4,14,0,90.0,0,3771,2,0,0,96.26
6288,4,14,2,57.134,0,151037,2,0,0,114.93
6289,3,0,0,90.0,1,6699,9,0,0,41.71
6290,1,18,1,56.0,0,20817,6,0,2,24.0
6291,2,2,0,90.0,0,7070,10,0,0,35.59
6292,2,2,0,90.0,0,3233,10,0,0,36.0
6293,0,12,2,78.2269999999999,0,70028,0,0,0,94.06
6294,1,20,0,90.0,0,1066,7,0,0,80.32
6295,1,18,1,56.0,2,35923,4,0,0,23.67
6296,1,18,0,90.0,2,8827,8,0,0,25.0
6297,1,20,0,90.0,2,998,7,0,0,80.18
6298,1,18,1,56.0,2,47286,4,0,0,23.36
6299,0,12,0,90.0,0,8371,7,0,0,100.0
6300,2,4,1,61.36272000000006,1,45873,3,0,0,13.55
6301,6,1,0,90.0,0,1179,7,0,0,33.19
6302,6,1,2,55.547,0,119815,0,1,0,39.42
6303,5,9,0,90.0,0,1896,7,0,0,64.65
6304,5,7,0,96.0,0,5289,7,0,0,70.14
6305,6,1,0,90.0,0,4300,7,0,0,33.26
6306,2,3,0,90.0,0,1591,9,0,0,38.83
6307,6,1,0,90.0,0,4233,8,0,0,39.35
6308,6,1,0,90.0,0,9849,7,0,0,34.83
6309,2,5,2,68.488,1,198253,2,0,0,27.45
6310,0,12,0,90.0,0,5415,8,0,0,100.0
6311,5,8,1,86.29926000000006,0,16377,5,0,1,94.31
6312,5,7,2,72.139,0,60714,0,0,0,78.3
6313,5,6,0,90.0,2,9810,8,0,0,54.38
6314,2,2,0,90.0,0,8777,10,0,0,35.84
6315,6,1,1,62.784,0,35829,3,0,0,41.86
6316,2,5,1,68.488,1,33900,8,0,2,27.91
6317,5,6,0,90.0,2,7719,7,0,0,46.97
6318,0,12,2,78.2269999999999,0,122952,0,0,0,94.07
6319,5,6,0,90.0,2,5729,8,0,0,54.22
6320,3,13,2,46.169,0,122640,2,0,0,22.12
6321,5,8,0,99.8,0,5086,8,0,0,72.01
6322,2,3,0,90.0,0,3282,9,0,0,38.19
6323,0,17,1,77.46,0,32950,3,0,0,73.75
6324,3,10,0,90.0,0,8930,10,0,0,20.61
